context,prompt_bn,response_bn,label
সাঙ্গু নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ১২৬ কিলোমিটার। নদীটি পুরুলিয়া অঞ্চল থেকে উৎপন্ন হয়ে হুগলি অঞ্চলে প্রবাহিত হয়েছে।,সাঙ্গু নদী-এর দৈর্ঘ্য কত?,১২৬ কিলোমিটার,1
টাঙ্গাইল জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ৩৭৭২ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২০০০০০০। জেলাটি ১৮৮৮ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৩২০ মিটার।,টাঙ্গাইল জেলা-এর আয়তন কত?,১৮৮৮,0
"আনিসুল ঘোষ (১৯৭৩ সালে বাঁকুড়া অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত সাংবাদিক ছিলেন। তাঁর অন্যতম সৃষ্টি ""কুয়াশার রেখা""। ২০২১ সালে তাঁকে সাহিত্য অকাদেমি পুরস্কারে ভূষিত করা হয়। ২০২৩ সালে তিনি মৃত্যুবরণ করেন।",আনিসুল ঘোষ কত সালে জন্মগ্রহণ করেন?,কুয়াশার রেখা,0
[NULL],৯৩৪ ও ৮২ এর যোগফল কত?,১০৪০,0
"নীহার মজুমদার (১৯১৭ সালে ময়মনসিংহ অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত অর্থনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""সন্ধ্যাতারা""। ১৯৫৩ সালে তাঁকে সাহিত্য অকাদেমি পুরস্কারে ভূষিত করা হয়। ১৯৬০ সালে তিনি মৃত্যুবরণ করেন।",নীহার মজুমদার কোথায় জন্মগ্রহণ করেন?,সন্ধ্যাতারা,0
[NULL],"""গোবর গণেশ"" বাগধারাটির অর্থ কী?",পুনরায় আরম্ভ,0
[NULL],বাংলাদেশের জাতীয় পশু কী?,সিংহ,0
[NULL],"৮০, ২৭৮ ও ২৭৮ সংখ্যা তিনটির গড় কত?",২২০,0
যমুনা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ১৯৭ কিলোমিটার। নদীটি পুরুলিয়া অঞ্চল থেকে উৎপন্ন হয়ে হুগলি অঞ্চলে প্রবাহিত হয়েছে।,যমুনা নদী-এর দৈর্ঘ্য কত?,৩৭৬ কিলোমিটার,0
মধুমতি নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ২৯৫ কিলোমিটার। নদীটি রংপুর অঞ্চল থেকে উৎপন্ন হয়ে নদীয়া অঞ্চলে প্রবাহিত হয়েছে।,মধুমতি নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,ফরিদপুর,0
ল্যাবেঙ্গল সফটওয়্যার ২০১১ সালে বাজারে আসে। এটি প্রথম তৈরি করেন ফরিদা চৌধুরী। সফটওয়্যারটি জাভা প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কে তৈরি করেন?,অতুল রায়,0
পুঠি সফটওয়্যার ১৯৯৮ সালে বাজারে আসে। এটি প্রথম তৈরি করেন অতুল মুখোপাধ্যায়। সফটওয়্যারটি জাভা প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,পুঠি সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,জাভা,1
নদীয়া জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ৩৫১৮ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১০০০০০০। জেলাটি ১৮৮৭ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ১৯২ মিটার।,নদীয়া জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,-৯২ মিটার,0
শীতলক্ষ্যা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ১৭০ কিলোমিটার। নদীটি বর্ধমান অঞ্চল থেকে উৎপন্ন হয়ে পুরুলিয়া অঞ্চলে প্রবাহিত হয়েছে।,শীতলক্ষ্যা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,পুরুলিয়া,0
বর্ণ সফটওয়্যার ২০১৪ সালে বাজারে আসে। এটি প্রথম তৈরি করেন নুরুল বসু। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বর্ণ সফটওয়্যার কত সালে বাজারে আসে?,২০১৩,0
পুঠি সফটওয়্যার ২০০১ সালে বাজারে আসে। এটি প্রথম তৈরি করেন বিভূতি তালুকদার। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,পুঠি সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,বিভূতি তালুকদার,0
